Character,Name,Category
℣,Versicle,Letterlike Symbols (U+2100 to U+214F)
ℤ,Double-Struck Capital Z,Letterlike Symbols (U+2100 to U+214F)
℥,Ounce Sign,Letterlike Symbols (U+2100 to U+214F)
Ω,Ohm Sign,Letterlike Symbols (U+2100 to U+214F)
℧,Inverted Ohm Sign,Letterlike Symbols (U+2100 to U+214F)
ℨ,Black-Letter Capital Z,Letterlike Symbols (U+2100 to U+214F)
℩,Turned Greek Small Letter Iota,Letterlike Symbols (U+2100 to U+214F)
K,Kelvin Sign,Letterlike Symbols (U+2100 to U+214F)
Å,Angstrom Sign,Letterlike Symbols (U+2100 to U+214F)
ℬ,Script Capital B,Letterlike Symbols (U+2100 to U+214F)
ℭ,Black-Letter Capital C,Letterlike Symbols (U+2100 to U+214F)
℮,Estimated Symbol,Letterlike Symbols (U+2100 to U+214F)
ℯ,Script Small E,Letterlike Symbols (U+2100 to U+214F)
ℰ,Script Capital E,Letterlike Symbols (U+2100 to U+214F)
ℱ,Script Capital F,Letterlike Symbols (U+2100 to U+214F)
Ⅎ,Turned Capital F,Letterlike Symbols (U+2100 to U+214F)
ℳ,Script Capital M,Letterlike Symbols (U+2100 to U+214F)
ℴ,Script Small O,Letterlike Symbols (U+2100 to U+214F)
ℵ,Alef Symbol,Letterlike Symbols (U+2100 to U+214F)
ℶ,Bet Symbol,Letterlike Symbols (U+2100 to U+214F)
ℷ,Gimel Symbol,Letterlike Symbols (U+2100 to U+214F)
ℸ,Dalet Symbol,Letterlike Symbols (U+2100 to U+214F)
ℹ,Information Source,Letterlike Symbols (U+2100 to U+214F)
℺,Rotated Capital Q,Letterlike Symbols (U+2100 to U+214F)
℻,Facsimile Sign,Letterlike Symbols (U+2100 to U+214F)
ℼ,Double-Struck Small Pi,Letterlike Symbols (U+2100 to U+214F)
ℽ,Double-Struck Small Gamma,Letterlike Symbols (U+2100 to U+214F)
ℾ,Double-Struck Capital Gamma,Letterlike Symbols (U+2100 to U+214F)
ℿ,Double-Struck Capital Pi,Letterlike Symbols (U+2100 to U+214F)
⅀,Double-Struck N-Ary Summation,Letterlike Symbols (U+2100 to U+214F)
⅁,Turned Sans-Serif Capital G,Letterlike Symbols (U+2100 to U+214F)
⅂,Turned Sans-Serif Capital L,Letterlike Symbols (U+2100 to U+214F)
⅃,Reversed Sans-Serif Capital L,Letterlike Symbols (U+2100 to U+214F)
⅄,Turned Sans-Serif Capital Y,Letterlike Symbols (U+2100 to U+214F)
ⅅ,Double-Struck Italic Capital D,Letterlike Symbols (U+2100 to U+214F)
ⅆ,Double-Struck Italic Small D,Letterlike Symbols (U+2100 to U+214F)
ⅇ,Double-Struck Italic Small E,Letterlike Symbols (U+2100 to U+214F)
ⅈ,Double-Struck Italic Small I,Letterlike Symbols (U+2100 to U+214F)
ⅉ,Double-Struck Italic Small J,Letterlike Symbols (U+2100 to U+214F)
⅊,Property Line,Letterlike Symbols (U+2100 to U+214F)
⅋,Turned Ampersand,Letterlike Symbols (U+2100 to U+214F)
⅌,Per Sign,Letterlike Symbols (U+2100 to U+214F)
⅍,Aktieselskab,Letterlike Symbols (U+2100 to U+214F)
ⅎ,Turned Small F,Letterlike Symbols (U+2100 to U+214F)
⅏,Symbol For Samaritan Source,Letterlike Symbols (U+2100 to U+214F)
Α,Greek Capital Letter Alpha,Greek Characters (U+0391 to U+03C9)
Β,Greek Capital Letter Beta,Greek Characters (U+0391 to U+03C9)
Γ,Greek Capital Letter Gamma,Greek Characters (U+0391 to U+03C9)
Δ,Greek Capital Letter Delta,Greek Characters (U+0391 to U+03C9)
Ε,Greek Capital Letter Epsilon,Greek Characters (U+0391 to U+03C9)
Ζ,Greek Capital Letter Zeta,Greek Characters (U+0391 to U+03C9)
Η,Greek Capital Letter Eta,Greek Characters (U+0391 to U+03C9)
Θ,Greek Capital Letter Theta,Greek Characters (U+0391 to U+03C9)
Ι,Greek Capital Letter Iota,Greek Characters (U+0391 to U+03C9)
Κ,Greek Capital Letter Kappa,Greek Characters (U+0391 to U+03C9)
Λ,Greek Capital Letter Lamda,Greek Characters (U+0391 to U+03C9)
Μ,Greek Capital Letter Mu,Greek Characters (U+0391 to U+03C9)
Ν,Greek Capital Letter Nu,Greek Characters (U+0391 to U+03C9)
Ξ,Greek Capital Letter Xi,Greek Characters (U+0391 to U+03C9)
Ο,Greek Capital Letter Omicron,Greek Characters (U+0391 to U+03C9)
Π,Greek Capital Letter Pi,Greek Characters (U+0391 to U+03C9)
Ρ,Greek Capital Letter Rho,Greek Characters (U+0391 to U+03C9)
Σ,Greek Capital Letter Sigma,Greek Characters (U+0391 to U+03C9)
Τ,Greek Capital Letter Tau,Greek Characters (U+0391 to U+03C9)
Υ,Greek Capital Letter Upsilon,Greek Characters (U+0391 to U+03C9)
Φ,Greek Capital Letter Phi,Greek Characters (U+0391 to U+03C9)
Χ,Greek Capital Letter Chi,Greek Characters (U+0391 to U+03C9)
Ψ,Greek Capital Letter Psi,Greek Characters (U+0391 to U+03C9)
Ω,Greek Capital Letter Omega,Greek Characters (U+0391 to U+03C9)
Ϊ,Greek Capital Letter Iota With Dialytika,Greek Characters (U+0391 to U+03C9)
Ϋ,Greek Capital Letter Upsilon With Dialytika,Greek Characters (U+0391 to U+03C9)
ά,Greek Small Letter Alpha With Tonos,Greek Characters (U+0391 to U+03C9)
έ,Greek Small Letter Epsilon With Tonos,Greek Characters (U+0391 to U+03C9)
ή,Greek Small Letter Eta With Tonos,Greek Characters (U+0391 to U+03C9)
ί,Greek Small Letter Iota With Tonos,Greek Characters (U+0391 to U+03C9)
ΰ,Greek Small Letter Upsilon With Dialytika And Tonos,Greek Characters (U+0391 to U+03C9)
α,Greek Small Letter Alpha,Greek Characters (U+0391 to U+03C9)
β,Greek Small Letter Beta,Greek Characters (U+0391 to U+03C9)
γ,Greek Small Letter Gamma,Greek Characters (U+0391 to U+03C9)
δ,Greek Small Letter Delta,Greek Characters (U+0391 to U+03C9)
ε,Greek Small Letter Epsilon,Greek Characters (U+0391 to U+03C9)
ζ,Greek Small Letter Zeta,Greek Characters (U+0391 to U+03C9)
η,Greek Small Letter Eta,Greek Characters (U+0391 to U+03C9)
θ,Greek Small Letter Theta,Greek Characters (U+0391 to U+03C9)
ι,Greek Small Letter Iota,Greek Characters (U+0391 to U+03C9)
κ,Greek Small Letter Kappa,Greek Characters (U+0391 to U+03C9)
λ,Greek Small Letter Lamda,Greek Characters (U+0391 to U+03C9)
μ,Greek Small Letter Mu,Greek Characters (U+0391 to U+03C9)
ν,Greek Small Letter Nu,Greek Characters (U+0391 to U+03C9)
ξ,Greek Small Letter Xi,Greek Characters (U+0391 to U+03C9)
ο,Greek Small Letter Omicron,Greek Characters (U+0391 to U+03C9)
π,Greek Small Letter Pi,Greek Characters (U+0391 to U+03C9)
ρ,Greek Small Letter Rho,Greek Characters (U+0391 to U+03C9)
ς,Greek Small Letter Final Sigma,Greek Characters (U+0391 to U+03C9)
σ,Greek Small Letter Sigma,Greek Characters (U+0391 to U+03C9)
τ,Greek Small Letter Tau,Greek Characters (U+0391 to U+03C9)
υ,Greek Small Letter Upsilon,Greek Characters (U+0391 to U+03C9)
φ,Greek Small Letter Phi,Greek Characters (U+0391 to U+03C9)
χ,Greek Small Letter Chi,Greek Characters (U+0391 to U+03C9)
ψ,Greek Small Letter Psi,Greek Characters (U+0391 to U+03C9)
ω,Greek Small Letter Omega,Greek Characters (U+0391 to U+03C9)
⅐,Vulgar Fraction One Seventh,Number Forms (U+2150 to U+218F)
⅑,Vulgar Fraction One Ninth,Number Forms (U+2150 to U+218F)
⅒,Vulgar Fraction One Tenth,Number Forms (U+2150 to U+218F)
⅓,Vulgar Fraction One Third,Number Forms (U+2150 to U+218F)
⅔,Vulgar Fraction Two Thirds,Number Forms (U+2150 to U+218F)
⅕,Vulgar Fraction One Fifth,Number Forms (U+2150 to U+218F)
⅖,Vulgar Fraction Two Fifths,Number Forms (U+2150 to U+218F)
⅗,Vulgar Fraction Three Fifths,Number Forms (U+2150 to U+218F)
⅘,Vulgar Fraction Four Fifths,Number Forms (U+2150 to U+218F)
⅙,Vulgar Fraction One Sixth,Number Forms (U+2150 to U+218F)
⅚,Vulgar Fraction Five Sixths,Number Forms (U+2150 to U+218F)
⅛,Vulgar Fraction One Eighth,Number Forms (U+2150 to U+218F)
⅜,Vulgar Fraction Three Eighths,Number Forms (U+2150 to U+218F)
⅝,Vulgar Fraction Five Eighths,Number Forms (U+2150 to U+218F)
⅞,Vulgar Fraction Seven Eighths,Number Forms (U+2150 to U+218F)
⅟,Fraction Numerator One,Number Forms (U+2150 to U+218F)
Ⅰ,Roman Numeral One,Number Forms (U+2150 to U+218F)
Ⅱ,Roman Numeral Two,Number Forms (U+2150 to U+218F)
Ⅲ,Roman Numeral Three,Number Forms (U+2150 to U+218F)
Ⅳ,Roman Numeral Four,Number Forms (U+2150 to U+218F)
Ⅴ,Roman Numeral Five,Number Forms (U+2150 to U+218F)
Ⅵ,Roman Numeral Six,Number Forms (U+2150 to U+218F)
Ⅶ,Roman Numeral Seven,Number Forms (U+2150 to U+218F)
Ⅷ,Roman Numeral Eight,Number Forms (U+2150 to U+218F)
Ⅸ,Roman Numeral Nine,Number Forms (U+2150 to U+218F)
Ⅹ,Roman Numeral Ten,Number Forms (U+2150 to U+218F)
Ⅺ,Roman Numeral Eleven,Number Forms (U+2150 to U+218F)
Ⅻ,Roman Numeral Twelve,Number Forms (U+2150 to U+218F)
Ⅼ,Roman Numeral Fifty,Number Forms (U+2150 to U+218F)
Ⅽ,Roman Numeral One Hundred,Number Forms (U+2150 to U+218F)
Ⅾ,Roman Numeral Five Hundred,Number Forms (U+2150 to U+218F)
Ⅿ,Roman Numeral One Thousand,Number Forms (U+2150 to U+218F)
ⅰ,Small Roman Numeral One,Number Forms (U+2150 to U+218F)
ⅱ,Small Roman Numeral Two,Number Forms (U+2150 to U+218F)
ⅲ,Small Roman Numeral Three,Number Forms (U+2150 to U+218F)
ⅳ,Small Roman Numeral Four,Number Forms (U+2150 to U+218F)
ⅴ,Small Roman Numeral Five,Number Forms (U+2150 to U+218F)
ⅵ,Small Roman Numeral Six,Number Forms (U+2150 to U+218F)
ⅶ,Small Roman Numeral Seven,Number Forms (U+2150 to U+218F)
ⅷ,Small Roman Numeral Eight,Number Forms (U+2150 to U+218F)
ⅸ,Small Roman Numeral Nine,Number Forms (U+2150 to U+218F)
ⅹ,Small Roman Numeral Ten,Number Forms (U+2150 to U+218F)
ⅺ,Small Roman Numeral Eleven,Number Forms (U+2150 to U+218F)
ⅻ,Small Roman Numeral Twelve,Number Forms (U+2150 to U+218F)
ⅼ,Small Roman Numeral Fifty,Number Forms (U+2150 to U+218F)
ⅽ,Small Roman Numeral One Hundred,Number Forms (U+2150 to U+218F)
ⅾ,Small Roman Numeral Five Hundred,Number Forms (U+2150 to U+218F)
ⅿ,Small Roman Numeral One Thousand,Number Forms (U+2150 to U+218F)
ↀ,Roman Numeral One Thousand C D,Number Forms (U+2150 to U+218F)
ↁ,Roman Numeral Five Thousand,Number Forms (U+2150 to U+218F)
ↂ,Roman Numeral Ten Thousand,Number Forms (U+2150 to U+218F)
Ↄ,Roman Numeral Reversed One Hundred,Number Forms (U+2150 to U+218F)
ↄ,Latin Small Letter Reversed C,Number Forms (U+2150 to U+218F)
ↅ,Roman Numeral Six Late Form,Number Forms (U+2150 to U+218F)
ↆ,Roman Numeral Fifty Early Form,Number Forms (U+2150 to U+218F)
ↇ,Roman Numeral Fifty Thousand,Number Forms (U+2150 to U+218F)
ↈ,Roman Numeral One Hundred Thousand,Number Forms (U+2150 to U+218F)
↉,Vulgar Fraction Zero Thirds,Number Forms (U+2150 to U+218F)
↊,Turned Digit Two,Number Forms (U+2150 to U+218F)
↋,Turned Digit Three,Number Forms (U+2150 to U+218F)
←,Leftwards Arrow,Arrows (U+2190 to U+21FF)
↑,Upwards Arrow,Arrows (U+2190 to U+21FF)
→,Rightwards Arrow,Arrows (U+2190 to U+21FF)
↓,Downwards Arrow,Arrows (U+2190 to U+21FF)
↔,Left Right Arrow,Arrows (U+2190 to U+21FF)
↕,Up Down Arrow,Arrows (U+2190 to U+21FF)
↖,North West Arrow,Arrows (U+2190 to U+21FF)
↗,North East Arrow,Arrows (U+2190 to U+21FF)
↘,South East Arrow,Arrows (U+2190 to U+21FF)
↙,South West Arrow,Arrows (U+2190 to U+21FF)
↚,Leftwards Arrow With Stroke,Arrows (U+2190 to U+21FF)
↛,Rightwards Arrow With Stroke,Arrows (U+2190 to U+21FF)
↜,Leftwards Wave Arrow,Arrows (U+2190 to U+21FF)
↝,Rightwards Wave Arrow,Arrows (U+2190 to U+21FF)
↞,Leftwards Two Headed Arrow,Arrows (U+2190 to U+21FF)
↟,Upwards Two Headed Arrow,Arrows (U+2190 to U+21FF)
↠,Rightwards Two Headed Arrow,Arrows (U+2190 to U+21FF)
↡,Downwards Two Headed Arrow,Arrows (U+2190 to U+21FF)
↢,Leftwards Arrow With Tail,Arrows (U+2190 to U+21FF)
↣,Rightwards Arrow With Tail,Arrows (U+2190 to U+21FF)
↤,Leftwards Arrow From Bar,Arrows (U+2190 to U+21FF)
↥,Upwards Arrow From Bar,Arrows (U+2190 to U+21FF)
↦,Rightwards Arrow From Bar,Arrows (U+2190 to U+21FF)
↧,Downwards Arrow From Bar,Arrows (U+2190 to U+21FF)
↨,Up Down Arrow With Base,Arrows (U+2190 to U+21FF)
↩,Leftwards Arrow With Hook,Arrows (U+2190 to U+21FF)
↪,Rightwards Arrow With Hook,Arrows (U+2190 to U+21FF)
↫,Leftwards Arrow With Loop,Arrows (U+2190 to U+21FF)
↬,Rightwards Arrow With Loop,Arrows (U+2190 to U+21FF)
↭,Left Right Wave Arrow,Arrows (U+2190 to U+21FF)
↮,Left Right Arrow With Stroke,Arrows (U+2190 to U+21FF)
↯,Downwards Zigzag Arrow,Arrows (U+2190 to U+21FF)
↰,Upwards Arrow With Tip Leftwards,Arrows (U+2190 to U+21FF)
↱,Upwards Arrow With Tip Rightwards,Arrows (U+2190 to U+21FF)
↲,Downwards Arrow With Tip Leftwards,Arrows (U+2190 to U+21FF)
↳,Downwards Arrow With Tip Rightwards,Arrows (U+2190 to U+21FF)
↴,Rightwards Arrow With Corner Downwards,Arrows (U+2190 to U+21FF)
↵,Downwards Arrow With Corner Leftwards,Arrows (U+2190 to U+21FF)
↶,Anticlockwise Top Semicircle Arrow,Arrows (U+2190 to U+21FF)
↷,Clockwise Top Semicircle Arrow,Arrows (U+2190 to U+21FF)
↸,North West Arrow To Long Bar,Arrows (U+2190 to U+21FF)
↹,Leftwards Arrow To Bar Over Rightwards Arrow To Bar,Arrows (U+2190 to U+21FF)
↺,Anticlockwise Open Circle Arrow,Arrows (U+2190 to U+21FF)
↻,Clockwise Open Circle Arrow,Arrows (U+2190 to U+21FF)
↼,Leftwards Harpoon With Barb Upwards,Arrows (U+2190 to U+21FF)
↽,Leftwards Harpoon With Barb Downwards,Arrows (U+2190 to U+21FF)
↾,Upwards Harpoon With Barb Rightwards,Arrows (U+2190 to U+21FF)
↿,Upwards Harpoon With Barb Leftwards,Arrows (U+2190 to U+21FF)
⇀,Rightwards Harpoon With Barb Upwards,Arrows (U+2190 to U+21FF)
⇁,Rightwards Harpoon With Barb Downwards,Arrows (U+2190 to U+21FF)
⇂,Downwards Harpoon With Barb Rightwards,Arrows (U+2190 to U+21FF)
⇃,Downwards Harpoon With Barb Leftwards,Arrows (U+2190 to U+21FF)
⇄,Rightwards Arrow Over Leftwards Arrow,Arrows (U+2190 to U+21FF)
⇅,Upwards Arrow Leftwards Of Downwards Arrow,Arrows (U+2190 to U+21FF)
⇆,Leftwards Arrow Over Rightwards Arrow,Arrows (U+2190 to U+21FF)
⇇,Leftwards Paired Arrows,Arrows (U+2190 to U+21FF)
⇈,Upwards Paired Arrows,Arrows (U+2190 to U+21FF)
⇉,Rightwards Paired Arrows,Arrows (U+2190 to U+21FF)
⇊,Downwards Paired Arrows,Arrows (U+2190 to U+21FF)
⇋,Leftwards Harpoon Over Rightwards Harpoon,Arrows (U+2190 to U+21FF)
⇌,Rightwards Harpoon Over Leftwards Harpoon,Arrows (U+2190 to U+21FF)
⇍,Leftwards Double Arrow With Stroke,Arrows (U+2190 to U+21FF)
⇎,Left Right Double Arrow With Stroke,Arrows (U+2190 to U+21FF)
⇏,Rightwards Double Arrow With Stroke,Arrows (U+2190 to U+21FF)
⇐,Leftwards Double Arrow,Arrows (U+2190 to U+21FF)
⇑,Upwards Double Arrow,Arrows (U+2190 to U+21FF)
⇒,Rightwards Double Arrow,Arrows (U+2190 to U+21FF)
⇓,Downwards Double Arrow,Arrows (U+2190 to U+21FF)
⇔,Left Right Double Arrow,Arrows (U+2190 to U+21FF)
⇕,Up Down Double Arrow,Arrows (U+2190 to U+21FF)
⇖,North West Double Arrow,Arrows (U+2190 to U+21FF)
⇗,North East Double Arrow,Arrows (U+2190 to U+21FF)
⇘,South East Double Arrow,Arrows (U+2190 to U+21FF)
⇙,South West Double Arrow,Arrows (U+2190 to U+21FF)
⇚,Leftwards Triple Arrow,Arrows (U+2190 to U+21FF)
⇛,Rightwards Triple Arrow,Arrows (U+2190 to U+21FF)
⇜,Leftwards Squiggle Arrow,Arrows (U+2190 to U+21FF)
⇝,Rightwards Squiggle Arrow,Arrows (U+2190 to U+21FF)
⇞,Upwards Arrow With Double Stroke,Arrows (U+2190 to U+21FF)
⇟,Downwards Arrow With Double Stroke,Arrows (U+2190 to U+21FF)
⇠,Leftwards Dashed Arrow,Arrows (U+2190 to U+21FF)
⇡,Upwards Dashed Arrow,Arrows (U+2190 to U+21FF)
⇢,Rightwards Dashed Arrow,Arrows (U+2190 to U+21FF)
⇣,Downwards Dashed Arrow,Arrows (U+2190 to U+21FF)
⇤,Leftwards Arrow To Bar,Arrows (U+2190 to U+21FF)
⇥,Rightwards Arrow To Bar,Arrows (U+2190 to U+21FF)
⇦,Leftwards White Arrow,Arrows (U+2190 to U+21FF)
⇧,Upwards White Arrow,Arrows (U+2190 to U+21FF)
⇨,Rightwards White Arrow,Arrows (U+2190 to U+21FF)
⇩,Downwards White Arrow,Arrows (U+2190 to U+21FF)
⇪,Upwards White Arrow From Bar,Arrows (U+2190 to U+21FF)
⇫,Upwards White Arrow On Pedestal,Arrows (U+2190 to U+21FF)
⇬,Upwards White Arrow On Pedestal With Horizontal Bar,Arrows (U+2190 to U+21FF)
⇭,Upwards White Arrow On Pedestal With Vertical Bar,Arrows (U+2190 to U+21FF)
⇮,Upwards White Double Arrow,Arrows (U+2190 to U+21FF)
⇯,Upwards White Double Arrow On Pedestal,Arrows (U+2190 to U+21FF)
⇰,Rightwards White Arrow From Wall,Arrows (U+2190 to U+21FF)
⇱,North West Arrow To Corner,Arrows (U+2190 to U+21FF)
⇲,South East Arrow To Corner,Arrows (U+2190 to U+21FF)
⇳,Up Down White Arrow,Arrows (U+2190 to U+21FF)
⇴,Right Arrow With Small Circle,Arrows (U+2190 to U+21FF)
⇵,Downwards Arrow Leftwards Of Upwards Arrow,Arrows (U+2190 to U+21FF)
⇶,Three Rightwards Arrows,Arrows (U+2190 to U+21FF)
⇷,Leftwards Arrow With Vertical Stroke,Arrows (U+2190 to U+21FF)
⇸,Rightwards Arrow With Vertical Stroke,Arrows (U+2190 to U+21FF)
⇹,Left Right Arrow With Vertical Stroke,Arrows (U+2190 to U+21FF)
⇺,Leftwards Arrow With Double Vertical Stroke,Arrows (U+2190 to U+21FF)
⇻,Rightwards Arrow With Double Vertical Stroke,Arrows (U+2190 to U+21FF)
⇼,Left Right Arrow With Double Vertical Stroke,Arrows (U+2190 to U+21FF)
⇽,Leftwards Open-Headed Arrow,Arrows (U+2190 to U+21FF)
⇾,Rightwards Open-Headed Arrow,Arrows (U+2190 to U+21FF)
⇿,Left Right Open-Headed Arrow,Arrows (U+2190 to U+21FF)
⟰,Upwards Quadruple Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟱,Downwards Quadruple Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟲,Anticlockwise Gapped Circle Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟳,Clockwise Gapped Circle Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟴,Right Arrow With Circled Plus,Supplemental Arrows - A (U+27F0 to U+27FF)
⟵,Long Leftwards Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟶,Long Rightwards Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟷,Long Left Right Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟸,Long Leftwards Double Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟹,Long Rightwards Double Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟺,Long Left Right Double Arrow,Supplemental Arrows - A (U+27F0 to U+27FF)
⟻,Long Leftwards Arrow From Bar,Supplemental Arrows - A (U+27F0 to U+27FF)
⟼,Long Rightwards Arrow From Bar,Supplemental Arrows - A (U+27F0 to U+27FF)
⟽,Long Leftwards Double Arrow From Bar,Supplemental Arrows - A (U+27F0 to U+27FF)
⟾,Long Rightwards Double Arrow From Bar,Supplemental Arrows - A (U+27F0 to U+27FF)
⤀,Rightwards Two-Headed Arrow With Vertical Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤁,Rightwards Two-Headed Arrow With Double Vertical Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤂,Leftwards Double Arrow With Vertical Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤃,Rightwards Double Arrow With Vertical Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤄,Left Right Double Arrow With Vertical Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤅,Rightwards Two-Headed Arrow From Bar,Supplemental Arrows - B (U+2900 to U+297F)
⤆,Leftwards Double Arrow From Bar,Supplemental Arrows - B (U+2900 to U+297F)
⤇,Rightwards Double Arrow From Bar,Supplemental Arrows - B (U+2900 to U+297F)
⤈,Downwards Arrow With Horizontal Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤉,Upwards Arrow With Horizontal Stroke,Supplemental Arrows - B (U+2900 to U+297F)
⤊,Upwards Triple Arrow,Supplemental Arrows - B (U+2900 to U+297F)
⤋,Downwards Triple Arrow,Supplemental Arrows - B (U+2900 to U+297F)
⤌,Leftwards Double Dash Arrow,Supplemental Arrows - B (U+2900 to U+297F)
⤍,Rightwards Double Dash Arrow,Supplemental Arrows - B (U+2900 to U+297F)
⤎,Leftwards Triple Dash Arrow,Supplemental Arrows - B (U+2900 to U+297F)
